county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
Suffolk City,51800,Virginia,92108,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.3,7.0,102.05,Low,2022-09-08
Williamsburg City,51830,Virginia,14954,5,"Newport News City, VA - Hampton City, VA",531945,2.8,2.6,53.50,Low,2022-09-08
Albemarle County,51003,Virginia,109330,99,"Albemarle, VA - Charlottesville City, VA",383641,4.3,12.3,165.55,Medium,2022-09-08
Alleghany County,51005,Virginia,14860,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,1.4,9.7,370.12,Medium,2022-09-08
Appomattox County,51011,Virginia,15911,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,16.0,144.55,Medium,2022-09-08
Augusta County,51015,Virginia,75558,97,"Augusta, VA - Staunton City, VA",161807,5.1,11.7,54.26,Medium,2022-09-08
Bedford County,51019,Virginia,78997,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,16.0,202.54,High,2022-09-08
Botetourt County,51023,Virginia,33419,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,16.0,287.26,High,2022-09-08
Buchanan County,51027,Virginia,21004,39,"Mercer, WV - Tazewell, VA",144261,7.1,16.6,123.79,Medium,2022-09-08
Campbell County,51031,Virginia,54885,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,16.0,180.38,Medium,2022-09-08
Charles City County,51036,Virginia,6963,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.8,12.2,430.85,High,2022-09-08
Dickenson County,51051,Virginia,14318,55,"Wise, VA - Lee, VA",79105,0.0,11.4,209.53,High,2022-09-08
Floyd County,51063,Virginia,15749,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,16.0,184.14,Medium,2022-09-08
Giles County,51071,Virginia,16720,70,"Montgomery, VA - Pulaski, VA",196215,5.9,11.2,352.87,High,2022-09-08
Greene County,51079,Virginia,19819,99,"Albemarle, VA - Charlottesville City, VA",383641,4.3,12.3,111.00,Medium,2022-09-08
Isle of Wight County,51093,Virginia,37109,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.3,7.0,150.91,Low,2022-09-08
King George County,51099,Virginia,26836,135,"Stafford, VA - Spotsylvania, VA",375694,7.7,10.4,122.97,Medium,2022-09-08
Loudoun County,51107,Virginia,413538,69,"Fairfax, VA - Arlington, VA",1995976,3.8,6.8,111.96,Low,2022-09-08
Lunenburg County,51111,Virginia,12196,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,5.3,14.3,180.39,Medium,2022-09-08
Powhatan County,51145,Virginia,29652,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.8,12.2,87.68,Medium,2022-09-08
Pulaski County,51155,Virginia,34027,70,"Montgomery, VA - Pulaski, VA",196215,5.9,11.2,255.68,High,2022-09-08
Richmond County,51159,Virginia,9023,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.8,12.2,421.15,High,2022-09-08
Rockingham County,51165,Virginia,81948,63,"Rockingham, VA - Harrisonburg City, VA",165835,6.9,24.1,218.43,High,2022-09-08
Scott County,51169,Virginia,21566,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,6.9,16.8,435.87,High,2022-09-08
Southampton County,51175,Virginia,17631,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.3,7.0,107.76,Low,2022-09-08
Stafford County,51179,Virginia,152882,135,"Stafford, VA - Spotsylvania, VA",375694,7.7,10.4,175.95,Medium,2022-09-08
Warren County,51187,Virginia,40164,25,"Berkeley, WV - Frederick, VA",433166,8.3,12.5,189.22,Medium,2022-09-08
Westmoreland County,51193,Virginia,18015,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.8,12.2,166.53,Medium,2022-09-08
Wythe County,51197,Virginia,28684,70,"Montgomery, VA - Pulaski, VA",196215,5.9,11.2,289.36,High,2022-09-08
Chesapeake City,51550,Virginia,244835,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,3.3,7.0,91.90,Low,2022-09-08
Danville City,51590,Virginia,40044,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,5.6,5.4,269.70,Medium,2022-09-08
Fredericksburg City,51630,Virginia,29036,135,"Stafford, VA - Spotsylvania, VA",375694,7.7,10.4,223.86,High,2022-09-08
Lexington City,51678,Virginia,7446,97,"Augusta, VA - Staunton City, VA",161807,5.1,11.7,214.88,High,2022-09-08
Martinsville City,51690,Virginia,12554,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,5.6,5.4,151.35,Low,2022-09-08
Amelia County,51007,Virginia,13145,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,159.76,Medium,2022-09-15
Amherst County,51009,Virginia,31605,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,139.22,Medium,2022-09-15
Caroline County,51033,Virginia,30725,135,"Stafford, VA - Spotsylvania, VA",375694,6.9,9.8,117.17,Low,2022-09-15
Cumberland County,51049,Virginia,9932,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,130.89,Medium,2022-09-15
Essex County,51057,Virginia,10953,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,219.12,High,2022-09-15
Gloucester County,51073,Virginia,37348,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,128.52,Low,2022-09-15
Halifax County,51083,Virginia,33911,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,5.5,20.9,153.34,High,2022-09-15
Hanover County,51085,Virginia,107766,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,88.15,Medium,2022-09-15
Henrico County,51087,Virginia,330818,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,130.89,Medium,2022-09-15
King William County,51101,Virginia,17148,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,209.94,High,2022-09-15
Lee County,51105,Virginia,23423,55,"Wise, VA - Lee, VA",79105,10.8,12.6,179.31,Medium,2022-09-15
Louisa County,51109,Virginia,37591,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,125.03,Low,2022-09-15
Madison County,51113,Virginia,13261,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,143.28,Low,2022-09-15
Nelson County,51125,Virginia,14930,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,33.49,Low,2022-09-15
Pittsylvania County,51143,Virginia,60354,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,2.8,4.4,139.18,Low,2022-09-15
Prince George County,51149,Virginia,38353,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,146.01,Medium,2022-09-15
Russell County,51167,Virginia,26586,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,7.2,19.5,300.91,High,2022-09-15
Smyth County,51173,Virginia,30104,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,7.2,19.5,275.71,High,2022-09-15
Spotsylvania County,51177,Virginia,136215,135,"Stafford, VA - Spotsylvania, VA",375694,6.9,9.8,92.50,Low,2022-09-15
Surry County,51181,Virginia,6422,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,155.71,Medium,2022-09-15
Sussex County,51183,Virginia,11159,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,80.65,Medium,2022-09-15
Washington County,51191,Virginia,53740,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,7.2,19.5,212.13,High,2022-09-15
Alexandria City,51510,Virginia,159428,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,164.96,Low,2022-09-15
Bristol City,51520,Virginia,16762,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,7.2,19.5,286.36,High,2022-09-15
Colonial Heights City,51570,Virginia,17370,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,143.93,Medium,2022-09-15
Fairfax City,51600,Virginia,24019,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,54.12,Low,2022-09-15
Hampton City,51650,Virginia,134510,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,181.40,Low,2022-09-15
Manassas City,51683,Virginia,41085,109,"Prince William (Dale City), VA - Fauquier, VA",600120,4.9,5.2,177.68,Low,2022-09-15
Petersburg City,51730,Virginia,31346,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,175.46,Medium,2022-09-15
Radford City,51750,Virginia,18249,70,"Montgomery, VA - Pulaski, VA",196215,4.8,11.2,284.95,High,2022-09-15
Salem City,51775,Virginia,25301,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,320.15,High,2022-09-15
Suffolk City,51800,Virginia,92108,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,110.74,Low,2022-09-15
Williamsburg City,51830,Virginia,14954,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,73.56,Low,2022-09-15
Albemarle County,51003,Virginia,109330,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,133.54,Low,2022-09-15
Alleghany County,51005,Virginia,14860,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,3.5,16.6,215.34,High,2022-09-15
Appomattox County,51011,Virginia,15911,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,125.70,Medium,2022-09-15
Augusta County,51015,Virginia,75558,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,133.67,Medium,2022-09-15
Bedford County,51019,Virginia,78997,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,170.89,Medium,2022-09-15
Botetourt County,51023,Virginia,33419,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,149.62,Medium,2022-09-15
Buchanan County,51027,Virginia,21004,39,"Mercer, WV - Tazewell, VA",144261,6.4,18.0,128.55,Medium,2022-09-15
Campbell County,51031,Virginia,54885,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,298.81,High,2022-09-15
Charles City County,51036,Virginia,6963,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,330.32,High,2022-09-15
Dickenson County,51051,Virginia,14318,55,"Wise, VA - Lee, VA",79105,10.8,12.6,286.35,High,2022-09-15
Floyd County,51063,Virginia,15749,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,120.64,Medium,2022-09-15
Giles County,51071,Virginia,16720,70,"Montgomery, VA - Pulaski, VA",196215,4.8,11.2,358.85,High,2022-09-15
Greene County,51079,Virginia,19819,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,126.14,Low,2022-09-15
Isle of Wight County,51093,Virginia,37109,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,126.65,Low,2022-09-15
King George County,51099,Virginia,26836,135,"Stafford, VA - Spotsylvania, VA",375694,6.9,9.8,126.70,Low,2022-09-15
Loudoun County,51107,Virginia,413538,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,123.81,Low,2022-09-15
Lunenburg County,51111,Virginia,12196,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,5.5,20.9,245.98,High,2022-09-15
Powhatan County,51145,Virginia,29652,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,145.02,Medium,2022-09-15
Pulaski County,51155,Virginia,34027,70,"Montgomery, VA - Pulaski, VA",196215,4.8,11.2,282.13,High,2022-09-15
Richmond County,51159,Virginia,9023,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,77.58,Medium,2022-09-15
Rockingham County,51165,Virginia,81948,63,"Rockingham, VA - Harrisonburg City, VA",165835,9.8,19.3,123.25,Medium,2022-09-15
Scott County,51169,Virginia,21566,151,"Sullivan (Kingsport), TN - Hawkins, TN",363892,7.2,19.5,268.94,High,2022-09-15
Southampton County,51175,Virginia,17631,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,164.48,Low,2022-09-15
Stafford County,51179,Virginia,152882,135,"Stafford, VA - Spotsylvania, VA",375694,6.9,9.8,143.90,Low,2022-09-15
Warren County,51187,Virginia,40164,25,"Berkeley, WV - Frederick, VA",433166,8.4,13.2,214.12,High,2022-09-15
Westmoreland County,51193,Virginia,18015,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,149.88,Medium,2022-09-15
Wythe County,51197,Virginia,28684,70,"Montgomery, VA - Pulaski, VA",196215,4.8,11.2,223.12,High,2022-09-15
Chesapeake City,51550,Virginia,244835,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,102.93,Low,2022-09-15
Danville City,51590,Virginia,40044,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,2.8,4.4,227.25,Medium,2022-09-15
Fredericksburg City,51630,Virginia,29036,135,"Stafford, VA - Spotsylvania, VA",375694,6.9,9.8,199.75,Low,2022-09-15
Lexington City,51678,Virginia,7446,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,376.04,High,2022-09-15
Martinsville City,51690,Virginia,12554,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,2.8,4.4,223.04,Medium,2022-09-15
Arlington County,51013,Virginia,236842,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,148.20,Low,2022-09-15
Bath County,51017,Virginia,4147,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,3.5,16.6,120.57,Medium,2022-09-15
Brunswick County,51025,Virginia,16231,130,"Brunswick, VA - Greensville, VA",32913,2.8,15.2,36.97,Medium,2022-09-15
Craig County,51045,Virginia,5131,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,175.40,Medium,2022-09-15
Culpeper County,51047,Virginia,52605,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,136.87,Low,2022-09-15
Fairfax County,51059,Virginia,1147532,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,114.68,Low,2022-09-15
Fauquier County,51061,Virginia,71222,109,"Prince William (Dale City), VA - Fauquier, VA",600120,4.9,5.2,92.67,Low,2022-09-15
Frederick County,51069,Virginia,89313,25,"Berkeley, WV - Frederick, VA",433166,8.4,13.2,184.74,Medium,2022-09-15
Grayson County,51077,Virginia,15550,73,"Carroll, VA - Grayson, VA",62825,4.7,17.5,334.41,High,2022-09-15
Greensville County,51081,Virginia,11336,130,"Brunswick, VA - Greensville, VA",32913,2.8,15.2,123.50,Medium,2022-09-15
Henry County,51089,Virginia,50557,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,2.8,4.4,146.37,Low,2022-09-15
King and Queen County,51097,Virginia,7025,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,99.64,Medium,2022-09-15
Mathews County,51115,Virginia,8834,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,147.16,Low,2022-09-15
Montgomery County,51121,Virginia,98535,70,"Montgomery, VA - Pulaski, VA",196215,4.8,11.2,223.27,High,2022-09-15
Nottoway County,51135,Virginia,15232,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,328.26,High,2022-09-15
Page County,51139,Virginia,23902,63,"Rockingham, VA - Harrisonburg City, VA",165835,9.8,19.3,196.64,Medium,2022-09-15
Prince William County,51153,Virginia,470335,109,"Prince William (Dale City), VA - Fauquier, VA",600120,4.9,5.2,142.66,Low,2022-09-15
Roanoke County,51161,Virginia,94186,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,139.09,Medium,2022-09-15
Rockbridge County,51163,Virginia,22573,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,88.60,Medium,2022-09-15
Tazewell County,51185,Virginia,40595,39,"Mercer, WV - Tazewell, VA",144261,6.4,18.0,423.70,High,2022-09-15
York County,51199,Virginia,68280,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,105.45,Low,2022-09-15
Charlottesville City,51540,Virginia,47266,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,245.42,Medium,2022-09-15
Covington City,51580,Virginia,5538,30,"Greenbrier, WV - Alleghany Cnty and Clifton Forge Cty, VA",72482,3.5,16.6,487.54,High,2022-09-15
Emporia City,51595,Virginia,5346,130,"Brunswick, VA - Greensville, VA",32913,2.8,15.2,112.23,Medium,2022-09-15
Harrisonburg City,51660,Virginia,53016,63,"Rockingham, VA - Harrisonburg City, VA",165835,9.8,19.3,230.12,High,2022-09-15
Hopewell City,51670,Virginia,22529,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,186.43,Medium,2022-09-15
Manassas Park City,51685,Virginia,17478,109,"Prince William (Dale City), VA - Fauquier, VA",600120,4.9,5.2,205.97,Medium,2022-09-15
Norfolk City,51710,Virginia,242742,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,97.22,Low,2022-09-15
Portsmouth City,51740,Virginia,94398,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,96.40,Low,2022-09-15
Staunton City,51790,Virginia,24932,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,144.39,Medium,2022-09-15
Virginia Beach City,51810,Virginia,449974,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,92.67,Low,2022-09-15
Waynesboro City,51820,Virginia,22630,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,150.24,Medium,2022-09-15
Winchester City,51840,Virginia,28078,25,"Berkeley, WV - Frederick, VA",433166,8.4,13.2,128.21,Medium,2022-09-15
Accomack County,51001,Virginia,32316,137,"Accomack, VA - Northampton, VA",44026,2.2,2.3,64.98,Low,2022-09-15
Bland County,51021,Virginia,6280,39,"Mercer, WV - Tazewell, VA",144261,6.4,18.0,127.39,Medium,2022-09-15
Buckingham County,51029,Virginia,17148,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,192.44,Low,2022-09-15
Carroll County,51035,Virginia,29791,73,"Carroll, VA - Grayson, VA",62825,4.7,17.5,238.33,High,2022-09-15
Charlotte County,51037,Virginia,11880,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,227.27,High,2022-09-15
Chesterfield County,51041,Virginia,352802,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,156.18,Medium,2022-09-15
Clarke County,51043,Virginia,14619,25,"Berkeley, WV - Frederick, VA",433166,8.4,13.2,116.29,Medium,2022-09-15
Dinwiddie County,51053,Virginia,28544,77,"Petersburg City, VA - Prince George, VA",138353,3.1,10.1,213.71,High,2022-09-15
Fluvanna County,51065,Virginia,27270,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,143.01,Low,2022-09-15
Franklin County,51067,Virginia,56042,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,157.03,Medium,2022-09-15
Goochland County,51075,Virginia,23753,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,155.77,Medium,2022-09-15
Highland County,51091,Virginia,2190,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,273.97,High,2022-09-15
James City County,51095,Virginia,76523,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,181.64,Low,2022-09-15
Lancaster County,51103,Virginia,10603,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,188.63,Medium,2022-09-15
Mecklenburg County,51117,Virginia,30587,71,"Halifax with South Boston City, VA - Mecklenburg, VA",76694,5.5,20.9,120.97,High,2022-09-15
Middlesex County,51119,Virginia,10582,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,245.70,High,2022-09-15
New Kent County,51127,Virginia,23091,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,47.64,Medium,2022-09-15
Northampton County,51131,Virginia,11710,137,"Accomack, VA - Northampton, VA",44026,2.2,2.3,85.40,Low,2022-09-15
Northumberland County,51133,Virginia,12095,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,165.36,Medium,2022-09-15
Orange County,51137,Virginia,37051,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,148.44,Low,2022-09-15
Patrick County,51141,Virginia,17608,132,"Pittsylvania (Danville), VA - Danville City, VA",203721,2.8,4.4,210.13,Medium,2022-09-15
Prince Edward County,51147,Virginia,22802,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,232.44,High,2022-09-15
Rappahannock County,51157,Virginia,7370,99,"Albemarle, VA - Charlottesville City, VA",383641,4.0,5.5,94.98,Low,2022-09-15
Shenandoah County,51171,Virginia,43616,25,"Berkeley, WV - Frederick, VA",433166,8.4,13.2,181.13,Medium,2022-09-15
Wise County,51195,Virginia,37383,55,"Wise, VA - Lee, VA",79105,10.8,12.6,200.63,High,2022-09-15
Buena Vista City,51530,Virginia,6478,97,"Augusta, VA - Staunton City, VA",161807,3.8,11.1,216.12,High,2022-09-15
Falls Church City,51610,Virginia,14617,69,"Fairfax, VA - Arlington, VA",1995976,4.2,5.2,143.67,Low,2022-09-15
Franklin City,51620,Virginia,7967,6,"Virginia Beach City, VA - Norfolk City, VA",1214527,2.7,5.8,326.35,Medium,2022-09-15
Galax City,51640,Virginia,6347,73,"Carroll, VA - Grayson, VA",62825,4.7,17.5,299.35,High,2022-09-15
Lynchburg City,51680,Virginia,82168,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,121.70,Medium,2022-09-15
Newport News City,51700,Virginia,179225,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,132.24,Low,2022-09-15
Norton City,51720,Virginia,3981,55,"Wise, VA - Lee, VA",79105,10.8,12.6,226.07,High,2022-09-15
Poquoson City,51735,Virginia,12271,5,"Newport News City, VA - Hampton City, VA",531945,3.7,3.9,89.64,Low,2022-09-15
Richmond City,51760,Virginia,230436,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.9,13.0,170.11,Medium,2022-09-15
Roanoke City,51770,Virginia,99143,14,"Roanoke City, VA - Roanoke, VA",592537,6.4,12.2,227.95,High,2022-09-15
Amelia County,51007,Virginia,13145,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,3.5,10.6,114.11,Medium,2022-09-22
Amherst County,51009,Virginia,31605,14,"Roanoke City, VA - Roanoke, VA",592537,5.6,13.2,123.40,Medium,2022-09-22
